No.,Time,Source,Destination,Protocol,Length,Time since previous frame in this TCP stream,Source Port,Destination Port,Sequence Number,Acknowledgment Number,Time to Live,Arrival Time,S7 Communication,Data length,Function,Length.1,Byte Address,Info,label,RF_Predictions,SVM_Predictions,GB_Predictions,LR_Predictions,XGboost_Predictions,NN_Binary_Predictions
1031,44.149616,192.168.0.2,192.168.0.1,COTP,61,0.000339,60414.0,102.0,14960.0,45975.0,128.0,"Jan 23, 2024 01:30:57.180111000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1032,44.181469,192.168.0.13,192.168.0.1,TCP,60,0.203494,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.211964000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1033,44.181779,192.168.0.13,192.168.0.1,TCP,60,0.00031,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:57.212274000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1034,44.221947,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.252442000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, symmetric active",Abnormal,1,1,1,1,0,1
1035,44.289451,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:57.319946000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1036,44.353446,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.383941000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
1037,44.401617,192.168.0.13,192.168.0.1,TCP,60,0.219838,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.432112000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1038,44.402306,192.168.0.13,192.168.0.1,TCP,60,0.000689,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:57.432801000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1039,44.453685,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.484180000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, control",Abnormal,1,1,1,1,0,1
1040,44.466654,192.168.0.2,192.168.0.1,COTP,145,0.317038,60414.0,102.0,14967.0,45975.0,128.0,"Jan 23, 2024 01:30:57.497149000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
1041,44.467464,192.168.0.2,192.168.0.1,COTP,61,0.00081,60414.0,102.0,15058.0,46030.0,128.0,"Jan 23, 2024 01:30:57.497959000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1042,44.467648,192.168.0.2,192.168.0.1,TCP,54,0.000184,60414.0,102.0,15065.0,46296.0,128.0,"Jan 23, 2024 01:30:57.498143000 China Standard Time",0,0.0,0,0.0,0.0,60414  >  102 [ACK] Seq=15065 Ack=46296 Win=64240 Len=0,Normal,0,0,0,0,0,0
1043,44.467683,192.168.0.2,192.168.0.1,COTP,61,3.5e-05,60414.0,102.0,15065.0,46296.0,128.0,"Jan 23, 2024 01:30:57.498178000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1044,44.505481,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:57.535976000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1045,44.549508,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.580003000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
1046,44.59747,192.168.0.13,192.168.0.1,TCP,60,0.195164,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.627965000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1047,44.597711,192.168.0.13,192.168.0.1,TCP,60,0.000241,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:57.628206000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1048,44.65001,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.680505000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, client",Abnormal,1,1,1,1,0,1
1049,44.697819,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:57.728314000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1050,44.737337,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.767832000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
1051,44.773475,192.168.0.13,192.168.0.1,TCP,60,0.175764,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.803970000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1052,44.773919,192.168.0.13,192.168.0.1,TCP,60,0.000444,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:57.804414000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1053,44.779342,192.168.0.2,192.168.0.1,COTP,145,0.311659,60414.0,102.0,15072.0,46296.0,128.0,"Jan 23, 2024 01:30:57.809837000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
1054,44.779936,192.168.0.2,192.168.0.1,COTP,61,0.000594,60414.0,102.0,15163.0,46351.0,128.0,"Jan 23, 2024 01:30:57.810431000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1055,44.780128,192.168.0.2,192.168.0.1,COTP,61,0.000192,60414.0,102.0,15170.0,46617.0,128.0,"Jan 23, 2024 01:30:57.810623000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1056,44.795351,192.168.1.241,192.168.1.1,COTP,61,1.113821,63749.0,102.0,1772.0,4111.0,128.0,"Jan 23, 2024 01:30:57.825846000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1057,44.795715,192.168.1.241,192.168.1.1,COTP,146,0.000364,63749.0,102.0,1779.0,4111.0,128.0,"Jan 23, 2024 01:30:57.826210000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
1058,44.810691,192.168.0.2,192.168.0.1,COTP,61,1.003313,60413.0,102.0,682.0,6791.0,128.0,"Jan 23, 2024 01:30:57.841186000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1059,44.818188,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.848683000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, control[Malformed Packet]",Abnormal,1,1,1,1,0,1
1060,44.861603,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:57.892098000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1061,44.888299,192.168.0.2,192.168.0.1,COTP,61,0.077608,60413.0,102.0,689.0,6840.0,128.0,"Jan 23, 2024 01:30:57.918794000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1062,44.909555,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.940050000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
1063,44.953413,192.168.0.13,192.168.0.1,TCP,60,0.179494,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:57.983908000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1064,44.953772,192.168.0.13,192.168.0.1,TCP,60,0.000359,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:57.984267000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1065,44.997836,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.028331000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, control",Abnormal,1,1,1,1,0,1
1066,45.053536,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:58.084031000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1067,45.091556,192.168.0.2,192.168.0.1,COTP,145,0.311428,60414.0,102.0,15177.0,46617.0,128.0,"Jan 23, 2024 01:30:58.122051000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
1068,45.091928,192.168.0.2,192.168.0.1,COTP,61,0.000372,60414.0,102.0,15268.0,46672.0,128.0,"Jan 23, 2024 01:30:58.122423000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1069,45.092205,192.168.0.2,192.168.0.1,COTP,61,0.000277,60414.0,102.0,15275.0,46938.0,128.0,"Jan 23, 2024 01:30:58.122700000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1070,45.101704,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.132199000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
1071,45.149859,192.168.0.13,192.168.0.1,TCP,60,0.196087,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.180354000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1072,45.150093,192.168.0.13,192.168.0.1,TCP,60,0.000234,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:58.180588000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1073,45.197683,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.228178000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, symmetric passive",Abnormal,1,1,1,1,0,1
1074,45.237534,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:58.268029000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1075,45.289488,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.319983000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
1076,45.345441,192.168.0.13,192.168.0.1,TCP,60,0.195348,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.375936000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1077,45.345747,192.168.0.13,192.168.0.1,TCP,60,0.000306,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:58.376242000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1078,45.38979,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.420285000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, client",Abnormal,1,1,1,1,0,1
1079,45.406072,192.168.0.2,192.168.0.1,COTP,145,0.313867,60414.0,102.0,15282.0,46938.0,128.0,"Jan 23, 2024 01:30:58.436567000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
1080,45.406778,192.168.0.2,192.168.0.1,COTP,61,0.000706,60414.0,102.0,15373.0,46993.0,128.0,"Jan 23, 2024 01:30:58.437273000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1081,45.407195,192.168.0.2,192.168.0.1,COTP,61,0.000417,60414.0,102.0,15380.0,47259.0,128.0,"Jan 23, 2024 01:30:58.437690000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1082,45.437459,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:58.467954000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1083,45.477443,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.507938000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
1084,45.513951,192.168.0.13,192.168.0.1,TCP,60,0.168204,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.544446000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1085,45.514246,192.168.0.13,192.168.0.1,TCP,60,0.000295,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:58.544741000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1086,45.561881,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.592376000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, symmetric passive",Abnormal,1,1,1,1,0,1
1087,45.605533,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:58.636028000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1088,45.657707,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.688202000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
1089,45.693507,192.168.0.13,192.168.0.1,TCP,60,0.179261,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.724002000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1090,45.6937,192.168.0.13,192.168.0.1,TCP,60,0.000193,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:58.724195000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1091,45.721159,192.168.0.2,192.168.0.1,COTP,145,0.313964,60414.0,102.0,15387.0,47259.0,128.0,"Jan 23, 2024 01:30:58.751654000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
1092,45.721856,192.168.0.2,192.168.0.1,COTP,61,0.000697,60414.0,102.0,15478.0,47314.0,128.0,"Jan 23, 2024 01:30:58.752351000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1093,45.72207,192.168.0.2,192.168.0.1,COTP,61,0.000214,60414.0,102.0,15485.0,47580.0,128.0,"Jan 23, 2024 01:30:58.752565000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1094,45.741599,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.772094000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, control",Abnormal,1,1,1,1,0,1
1095,45.797865,02:c0:a8:00:0c:00,Broadcast,ARP,42,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:58.828360000 China Standard Time",0,0.0,0,0.0,0.0,Who has 192.168.0.2? Tell 192.168.0.1,Abnormal,1,1,1,1,0,1
1096,45.797882,MS-NLB-PhysServer-27_1b:90:35:00,02:c0:a8:00:0c:00,ARP,42,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:58.828377000 China Standard Time",0,0.0,0,0.0,0.0,192.168.0.2 is at 02:1b:1b:90:35:00,Abnormal,1,1,1,1,0,1
1097,45.801863,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:58.832358000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1098,45.807816,192.168.0.2,192.168.0.1,COTP,61,0.919517,60413.0,102.0,696.0,6955.0,128.0,"Jan 23, 2024 01:30:58.838311000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1099,45.853564,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.884059000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
1100,45.863116,192.168.1.241,192.168.1.1,COTP,163,1.067401,63749.0,102.0,1871.0,4111.0,128.0,"Jan 23, 2024 01:30:58.893611000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
1101,45.863501,192.168.1.241,192.168.1.1,COTP,61,0.000385,63749.0,102.0,1980.0,4182.0,128.0,"Jan 23, 2024 01:30:58.893996000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1102,45.901461,192.168.0.13,192.168.0.1,TCP,60,0.207761,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.931956000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1103,45.901953,192.168.0.13,192.168.0.1,TCP,60,0.000492,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:58.932448000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1104,45.903993,192.168.1.241,192.168.1.1,COTP,61,0.040492,63749.0,102.0,1987.0,4269.0,128.0,"Jan 23, 2024 01:30:58.934488000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1105,45.949842,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:58.980337000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, broadcast",Abnormal,1,1,1,1,0,1
1106,45.993493,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:59.023988000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1107,45.996451,192.168.0.2,192.168.0.1,COTP,61,0.274381,60414.0,102.0,15492.0,47629.0,128.0,"Jan 23, 2024 01:30:59.026946000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1108,46.022116,192.168.0.2,192.168.0.1,COTP,145,0.025665,60414.0,102.0,15499.0,47629.0,128.0,"Jan 23, 2024 01:30:59.052611000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
1109,46.022581,192.168.0.2,192.168.0.1,COTP,61,0.000465,60414.0,102.0,15590.0,47684.0,128.0,"Jan 23, 2024 01:30:59.053076000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1110,46.023152,192.168.0.2,192.168.0.1,TCP,54,0.000571,60414.0,102.0,15597.0,47950.0,128.0,"Jan 23, 2024 01:30:59.053647000 China Standard Time",0,0.0,0,0.0,0.0,60414  >  102 [ACK] Seq=15597 Ack=47950 Win=64240 Len=0,Normal,0,0,0,0,0,0
1111,46.023186,192.168.0.2,192.168.0.1,COTP,61,3.4e-05,60414.0,102.0,15597.0,47950.0,128.0,"Jan 23, 2024 01:30:59.053681000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1112,46.037475,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:59.067970000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
1113,46.081396,192.168.0.13,192.168.0.1,TCP,60,0.179443,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:59.111891000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1114,46.081987,192.168.0.13,192.168.0.1,TCP,60,0.000591,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:59.112482000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1115,46.129623,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:59.160118000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, server",Abnormal,1,1,1,1,0,1
1116,46.181606,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:59.212101000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1117,46.225428,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:59.255923000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
1118,46.285662,192.168.0.13,192.168.0.1,TCP,60,0.203675,80.0,102.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:59.316157000 China Standard Time",0,0.0,0,0.0,0.0,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal,1,1,1,1,0,1
1119,46.286191,192.168.0.13,192.168.0.1,TCP,60,0.000529,80.0,102.0,1.0,0.0,64.0,"Jan 23, 2024 01:30:59.316686000 China Standard Time",0,0.0,0,0.0,0.0,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal,1,1,1,1,0,1
1120,46.318032,192.168.0.13,192.168.0.1,NTP,90,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:59.348527000 China Standard Time",0,0.0,0,0.0,0.0,"NTP Version 4, private, Response, Unknown",Abnormal,1,1,1,1,0,1
1121,46.337876,192.168.0.2,192.168.0.1,COTP,145,0.31469,60414.0,102.0,15604.0,47950.0,128.0,"Jan 23, 2024 01:30:59.368371000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
1122,46.338258,192.168.0.2,192.168.0.1,COTP,61,0.000382,60414.0,102.0,15695.0,48005.0,128.0,"Jan 23, 2024 01:30:59.368753000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1123,46.338426,192.168.0.2,192.168.0.1,COTP,61,0.000168,60414.0,102.0,15702.0,48271.0,128.0,"Jan 23, 2024 01:30:59.368921000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
1124,46.349996,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:59.380491000 China Standard Time",0,0.0,0,0.0,0.0,"Bogus IPv4 version (3, must be 4)",Abnormal,1,1,1,1,0,1
1125,46.38988,192.168.0.13,192.168.0.1,IPv4,60,0.0,0.0,0.0,0.0,0.0,64.0,"Jan 23, 2024 01:30:59.420375000 China Standard Time",0,0.0,0,0.0,0.0,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal,1,1,1,1,0,1
